的	白勺
㷚	火高丁
𫠻	不人言
𢯕	扌宀且
𢺔	扌宀王尔貝
𨔍	辵四十乚
𠖘	冂糸内
𡹞	山京
𬇑	气木卜
𢫌	扌人也
𣚮	扌音木
𫗗	食眉
𬯄	阜𠂇工土
𠏥	人山豆大
𢠉	心人禺
𬪄	冄邑个
𬜆	舌丿之
𫽦	扌水九木
𡮥	小門才
𰛻	水彐火
𧶭	貝奔
𡲤	尾且
𪠗	厂日子台
𨨪	金制
𪶵	水禾失
𣠓	木竹西示
𢣂	心羊我
𡗋	㐭禾多
𦂼	糸甚
𡨺	宀丁宀寸
𤛞	牛門才
𩺱	魚匚艸𠂇口
彣	文彡
𠏠	人足圭
𪨁	爪子小
𫷜	年南
𠾛	口黃
𨦥	金水也
𧴤	貝卜
𡔑	土監見
𩁶	雨乙
𥣒	禾俞心
𡆈	口㫃矢鳥
𪖭	鼻旦寸
𧃶	艸犬艸冃豕
𢴘	扌犬青
𪲽	乂木扌斤
𨅐	無足
𣳮	水呂
𥴙	竹木卓
𦪦	舟尚手
𬐆	白丿之
𡆁	口食堯
𣺽	水四去
𢯛	扌水立
𡪻	宀日女古
𡃽	口人雨而
𬡯	衤亦虫
𫶜	山高个
楴	木帝
𨇜	者見足
𫂷	米乂十
𧜻	重力衣
搈	扌穴公
𫏾	車田各
𬧒	足三口亏
𬋱	爲个
傦	人骨
𤵖	疒日
𣈒	日其
𡤓	女台四貝
𫸌	广黃声
𠽂	口弓單
𢢈	心寒
𤏣	火言斥
𢷵	扌無舛
㫵	日非
𢌎	广艸㠯辛子
𩆏	雨艸世木
𫗺	首敖
𬚁	善爪臼
𠱉	口人彡
𢸝	扌水夫夫日
𤊥	火夌
𡑵	土艸風
𣋽	日僉刀
𬛃	肉者
𪪫	堇广車
𤎐	火匚艸𠂇口
𠑖	人立山鬼
𥱪	竹骨
撎	扌士冂豆
𡓇	土魚日
𠺚	口王刀王
摼	扌臣又土
𢫖	扌术
𣓿	木艸冂力
𬉙	水立艸田
𥘑	示寸
䖳	虫宀乇
𢫃	扌口丩
𩯀	長彡辵束
𫶴	差呂
𢗇	心夕
𢴒	扌亨火
唻	口來
𦄴	糸齊示
㯲	林木示
𦄀	糸馬
𣭻	足毛
𥺽	米侖
𫍍	言甘木勺
𥯈	竹木反
𨯹	金竹馬
𠴔	口口𡈼
𨆓	足禽
𡓏	土米舛邑
𠯽	口止
𨬊	金耂子攴
𣔻	木穴犬
摱	扌冃四又
倈	人來
𠿹	口人壬貝
𠯹	口人乃
𩹩	魚艸市
𦟺	月扌圭卜
𥝥	禾及
𨄉	足立厂生
𤷲	疒爿木
炵	火冬
𢄃	巾水𠂢
𪞠	冫令了
𫰇	女厶
𱡅	扌黑土
𪹪	火亞心
𥋹	旦寸目民
𨃍	足穴犬
𩁱	隹木監
𡂃	口云鬼
𣉵	日勹屮勹屮
𬏖	異王廾
䋘	糸耒
𫁛	穴牙侖
𪫵	王廾心
𥖕	呂石皮
獜	犬米舛
𫧾	卯冫爿士
𪷥	水立夌
𪽽	白丘
𠡺	去邑力
𪽲	疒丙大
𬑾	石天
𣎣	月白方攴
𣞎	木艸監
㶩	火冂儿
𡂰	口米舛邑
𥗌	石虎豕刀
𢙭	小大心
𥯉	竹女石
䠣	足巽
𢜗	心廾扌
𧴱	貝女
𢥅	心金白巾
𠅒	亡末
𠼶	口赤卩又
𧾌	走巽
𬋫	爰个
䇠	竹主
𫔸	二扌廾扌門
𪡷	口阜余
𠸛	夕口先
𦈂	糸食堯
𣻈	水人廾扌
𤼞	疒申又亥
閧	門共
𡆖	口艸酉隹火
𢨵	戶午
𠇖	人丿之
𣘉	木犬今口
𫬠	口臣𠂉一見
𢭴	扌心夬
𢱗	扌艸古
𣋀	宀牛日生
𫅝	羊大月旦
𧜐	衤乚台心
𠴥	口水冂儿
鬭	鬥卯亞斤
𨆾	足宀肉又示
釟	金八
𥩇	穴心戌口心
𨋣	車丙
㫧	日米
𪇐	鳥屰月大
𬡟	衤艸風
𡓢	火𠂊臼从土
𪬎	𠂊彐心巴
𢱙	扌子亥
𠮙	口乙
𦲻	艸爪壬
𦾤	艸俞心
𢸜	扌米舛邑
㘋	口臣又貝
𬧖	足辵首
覵	門月見
𬏪	疒宀女
𩸘	魚宀㠯
𬄓	木衣公
𡒭	土人尞
𩄵	雨糸内
𠬠	八又
𫣞	人虎丘
𫶯	差女
𨅃	足山宀示
𨃈	足共巳
𡅪	口原頁
𠰏	口丿之
𤋸	火丰刀大
𧷝	口欠員
𫺈	心水女
𢹣	扌矢丿大高
𬪾	重厂卩
𠵱	口人衣
𫈥	艸木可
𨀼	足耂
𤂷	水門於
𦎬	羊日生
𨲖	禺長
𪡔	口四十乚
𥬮	竹水工
𬣎	言侖全
𫵉	良邑小大
𬩔	辵禺及
𩺣	魚日兆
𠴕	口女少
𪪀	㠯一巾止匕木
𠯿	口六
𢵽	扌疋束
𱫳	戈烏
𠽐	口魚
𫊬	虫冂大
囄	口离隹
𢟟	心百戈
𤿍	皮于
𪁅	𠂊巴鳥
𠓑	光魚日
𪪳	公廾
𦼃	艸倉刀
𨣤	酉林示
㗞	口石皮
𬂽	林五
𫤤	光倉刀
𠮩	口了
洡	水耒
𧄊	艸早堇
𫷙	平齊
𥓄	石里
𦟸	月水夜
𬚣	耳止人卬
𨀰	足冫水
𡏯	土貝攴
𧢟	齒見
𦛉	月口巾
𬟠	華曹
𫋐	虫工貝
阥	阜水
𦄁	糸辵艮
𢠣	心阜東
𤳄	由四去
𨡊	酉另刀
䁾	目艸四戈人
𩂟	雨戊
𣾽	水三毛
𣿇	水禾今心
𧀒	艸女束攴
䏾	月廾扌
𡖱	多人半
𬊭	火日业
㘇	口火火冂木
𣲦	水少
𦝃	月林
𩷕	魚良
𫈈	艸人𠂇口
𦡲	月宀心皿丁
𩟡	食业一寸
濓	水亠兼丿
𠶒	口心旦
𬦸	足日比
垹	土丰邑
𨛦	尹口邑
𧤸	角囟又儿夂
𤯿	广氐立厂生
𠎬	人竹寺
𩵃	鬼齊示
𫯧	大人乍
𩷛	魚角
𧣠	角正
𪲾	木爪可
塸	土匚三口
𡜵	女甫
嗘	口爪幺大
𠸺	口辵屰
𤁙	扌八水戌口
嘅	口艮旡
𢜠	心日月
𥽪	米竹馬
薟	艸僉
𪹂	彐火又土
𢤡	心三石
𪼀	王帝
𬖵	米宀必山
㩡	扌三石
𪤤	土示彔
𨮊	金甚斗
𧋿	虫心夬
𫆥	戶月亠儿
𠺭	口人廾扌
𠳒	口天上
𢠐	心魚
㖪	口戈口一
𪃙	者鳥
恾	心艸亡
𦒹	耂六
啿	口甚
𨒸	辵才子
𥾿	糸午
𡁺	口水衣公
𤉜	火广木
噷	口音欠
𤓛	火光羽隹
𤋹	火木古
𪬳	亡心員
𬏇	田王廾
㨢	扌能
𥐏	矢豆尸㇕口
𢆪	幸土里
𬚸	舌肉
𨄂	足良邑
𧏳	虫扌甫
氽	人水
𡲫	尾布
𠼾	口山宀示
𤑭	火三石
𢟔	心辵艮
𥼳	米亞心
𠲵	口去力
𫉚	艸言戶
𤍄	火示且
𬏠	疒幺㇕
𩙌	几二辵俞
𪨣	山乞
𣇝	日冫令
𣾾	水少咅
𧻪	走戎
𫥸	刀占
𣛩	木竹全
𥌸	目門𠂊臼
𧛇	衤長
𪷮	水先舍
𫾕	扌莫心
𠄽	二扌非
𨇣	足臣𠂉一見
𤶄	疒人壬
𡃑	口言青
潷	水竹聿
𦂻	糸行聿
𪒽	黑三石
𬉽	火山乙
𠡏	生力
𬒏	石山巴
哯	口見
𪀎	史鳥
𠻂	口山言
𢯘	扌艸化
𬛏	北月囟
𠤆	勿水者
㖔	口天口
𩷊	魚丩攴
𥺎	米且八
𥇹	目旦寸
𪶊	水文寸
𢝀	心穴犬
溩	水烏
𫾗	扌言侖
𫊩	虫及
𥩉	穴牙雨田
𦅲	糸走戉
𠺵	口耳戈
𫇐	至亟
𡏘	土頁夂
𠶘	可歹刀
𢀥	巨丰邑
䤠	金止
𥸿	巴米
䖡	虫丑
𡀣	口堇力
𠴝	口水王
𩺌	魚世冂巾
𢺖	扌旦口口甘衤
𩼤	魚㐭禾
𦢴	月公儿穴犬
㫾	日尚
𠻃	口車干
𬳦	香今貝
𠹛	口山豆
𠖾	冫末
𬞢	艸爪可欠
𬈗	水扌爪女
𦼟	艸糸𠫓儿
𪮴	扌尸婁
𡮶	重尚
䲨	工鳥
𣋝	日三口木
𣲹	水冄
𣗒	木金十
𥠯	禾艸占
㐱	人彡
𫿕	方攴艸几二
𦚭	月虫
𫇌	自犬大电
𡃐	口巾單
𣩁	歹匕扌斤
嗂	口肉缶
𡀶	口水原
𠿸	口艸口口亏
𡺦	山乃又皿
𩇢	青尚手
𤯊	艸人木甘
𥗹	石艸魚禾
忼	心亢
𬐸	虎田皿个
𫥧	出四十乚
𬡶	衤黑土
𠞹	釆心刀
𪴹	正水去
𦀿	糸尾
𥽌	米辵首
𠰍	口主
𫤄	人吏扌隹
𠢬	無力
𦆺	糸令頁
鬂	長彡斤廾
絩	糸兆
𫣃	令宀女
𣉲	日隹又
𤺶	疒馬又
𬞊	艸宀㇕皿丁
檺	木高豕
呡	口民
𠸠	口亦口
𪴞	白⺍木日月
𱿜	虫心
𬓰	禾夜
萾	艸乃又皿
𢭽	扌水冂儿
𤚦	牛古木
𣟫	木艸門月
𱤕	木艸奔
𬚀	尹口羊非
𬣈	言人𤰇
𪪉	幸每攴
𣛟	木尚手
𧚠	王廾衣
𬱻	立几二
𡡦	女阜八豕
𪁂	亦鳥
𨧟	金刀丶心
䃄	石京
𤊨	火戈口一
𤪊	王金令
𫼌	戶共
𩍢	革雨田
𤈟	女口火
𫏊	足人壬
𫰴	女宀牛
㓭	日勹亡刀
𣉹	日行余
𧡊	人本見
𫑯	良邑白大十
挗	扌大弓
𡴯	山乙
𫇿	艸束
𡁛	口女束攴
𬴭	長彡犬虫
𣠗	木㠯止帚
𥙓	示乚用
𫘵	高了
𠼕	口扌非
𫌢	見南
𨙌	竹艮卩辵元
𬹏	麻文口
𫡉	宀子中
𪶏	水去个
𬪼	重夕
𩀳	王廾𠂇厶隹
𫿇	方攴且
𫽻	扌二扌廾扌
𪥛	立电大
緍	糸氏日
𣄖	㫃風
𬃴	林百
蕯	艸阜夂一生
𧶬	貝女旦
葇	艸矛木
㗜	口玄田
𣠲	木示曲豆
𣛥	木非心
𪖬	每鼻
𡄧	口言冓
𨀺	足歹刀
𨁘	扌止足
𬘋	糸斤斤貝
𬨠	辵升
𥣽	禾隹串
𡴉	屯凡
枛	木爪
𡤊	女壬水者
𠴚	口人乍
𠶃	口王元
𬡴	衤糸白巾
𫗂	几二辵艮
𫨩	台比
㨃	扌享
𥺻	米金
𬩱	辵㠯堯
𬇫	水扌巴
𢳝	扌革力
𦷩	艸石丿之
𬑸	矢豆穴犬
𠜭	刀扌冂儿
𬩩	辵及冃四又
𠄳	二去力
𨸾	阜北
𬕼	竹矢口亡
𫉎	艸木吾
爙	火襄
𤇥	火立
𦢄	月非衣
𡃺	口辵堯
𥽔	米糸白巾
𧼌	豸走
𧊎	虫戉
𩴚	鬼齊示
𫪗	口戈止
𧖰	血卯
慤	壳殳心
秱	禾同
𬤴	谷頁
𬎣	瓜丿之
𫪏	口水勿
𬏌	由走巳
𬗻	糸工二又皿
𧙽	衤虫
𠗰	冫王人彡
嗙	口旁
𫴬	文寸个
𫯵	大咅邑
㯊	木焉
𦀻	糸己攴
㑏	人宀寸
𩵞	魚千
𫥩	囟吾
𢺛	扌門單
𤵳	疒本
䀲	目每
𨇍	足夫夫車
𢽙	尾攴
𢪲	扌比
𱑛	爿士卯冫
𪂰	鳥广氐
𬐎	白卒
𪨜	尺行术
𠽈	口水戔
𠀧	巴三
箤	竹卒
𡔒	土日襄
𫠯	王廾下
𪞷	出廾
𡂌	口真少
𫎰	赤糸田
𠗣	冫侖
𬹸	齒米舛
𤍃	火水每
𡮽	小大辵盾
𦄓	糸白卯儿
𪝮	人言先
𬩄	乃辵八豕
𪢆	口辵者
𦙤	月毛
𧋇	虫厂止
𣈞	日穴工
𨉟	身亼
𤎏	火皿从
𥟌	禾艸凡
𨄑	足勹畐
𩪵	骨婁攴
𢶥	扌水隹十
𤞑	犬回
𨱽	長电丿
𤞩	犬且力
𠔦	另斤廾
𢷣	扌與
𫧬	午言者
𧓏	虫耳又从
𤰁	與扌生
𥮇	竹丰邑
𪞅	𠫓儿艸台
𪳔	朱侖
𨑮	辵人十
𠻪	口水炎
𥊜	目言夬
𧵟	貝瓜
𠠚	齒刀
𫦇	分水丐
洏	水而
𫃚	糸卜
𡂙	口辵尾牛
𢭵	扌女又力
𪶚	水未心
𠖝	冃兀彡令
𤻒	疒石卒
𨃻	足歹刀火
𤋼	火艸古
𣻅	吉水少
𬇭	水少下
𠿿	口羊我
𠹚	口員
𢀫	巠人壬几
𬛲	升至
𪓪	黽口𡈼
𪭸	扌口斗
𫆸	肉酋寸
𫉩	艸口烏
𩘪	風穴公
𪉥	鹵每
𡔃	土堇隹
𠬒	去骨
𥴗	竹糸𠫓儿
𤎎	火麻
𫴳	彐寸王廾
𦁂	糸人半
𠿴	口石旦寸
𥋵	目音欠
𢰥	扌艸台
﨡	虫生
𤖸	片主
𪺤	片另刀
𲎚	王廾壴支
𨮍	金㐭禾
𪁵	尸㇕口鳥
𬊊	火王廾
𰇼	口厶大彡
𣆏	日不一
𪁶	辵寸鳥
𩠘	首夕卜
𢗠	心七刀
𨯘	金人僉
𥻡	米眉
𥋶	目㐭禾
𣛭	木者邑
𬕻	竹耳田心
橷	木白北儿
𬡋	衤匚巾
𡚦	女丶
𩻕	魚酉冂儿
袩	衤占
𥌎	目雨而
𫅡	羊丑善
𦋦	四十乚出
𤆻	火七刀
𣖙	木羊大
𫃸	糸扌爪女
噋	口享攴
𣾶	水阜八豕
𫄂	糸竹聿
㧍	扌方
𬗂	米三耳
𢫑	扌夕卜
𣼽	水良月
𬈰	水𠫓巛止
𢴇	扌幸丮
𫬢	口口犬咼
𪁄	鳥吉
𦹸	艸早田
𢶐	扌虎豆
刧	去刀
𣌔	日宀各頁
𥡘	禾𤰇
𩰈	長彡食堯
𬦗	走巳耒
𪒗	黑水冂儿木
悑	心甫
𠻀	口行走
𪅩	三厶人彡鳥
𪮈	扌人吏
𣹗	水王人彡
𦪼	舟禾尤旨
𪟓	刀子日比
𢲫	扌馬
𡈺	圍員侖
𬠨	虫聿皿
𦡞	月林示
𥻹	米艸人木
𫆭	肉辵米
𢸾	扌𦥑
𫋑	虫王刀王
𣻃	水人咅
鴺	大弓鳥
㫻	日侖
𬅳	谷欠門心
𪄸	責鳥
𫿰	宀子文
𬙛	四大冫
𪽛	尸共田
𬂥	束匕
𠿵	口豸艮
𫸬	冂九弓丨
𱲢	米凵儿夂舟皿
𤊭	火广示
𢮫	扌女又弓
𫄆	糸石卒
𬹀	鹿艸亡巛
𬚞	可耳邑
𩺩	魚四去
𣡚	果束刀貝
𣇊	日不口
𦄂	糸帶
𨐿	辛斤斤貝
𤀕	水塞
𤒟	火禾乃頁
䱒	魚邑
𫐮	辵侖
𢫕	扌永
𢪗	扌人卜
虶	虫于
𤻫	疒业一寸
𡭲	少出
𤏦	火丰刀糸
𨠴	酉西
𬨵	辵斤丿之
𬂨	木寸个
𥱫	竹大長
𥈶	目南
𠽕	口扌一彐止
𢫘	扌卜尸
𠸚	口艸勹口
𤍅	火歹刀火
𤂬	水三石
𬀭	日卜尸
𫴾	小日比
𦝎	水去肉
𦹳	艸今貝
𢱸	扌辵艮
𤴭	疒八
埮	土炎
𧛶	衤行寺
𠺰	口禾尔
𡮣	小門才
𦪐	舟囪心
𨑜	辵下
𤾟	白言午
𦕟	耳永
䇻	竹尾
𬈅	水去中
𠌧	人合手
揾	扌日皿
紷	糸令
𲎣	夌齒
𬰓	雨宀肉又示
𠫾	去多
𥰇	竹言十
撔	扌日京
𪝕	人分皿
𪝻	人至刀水西
𡫶	寒王廾
𡮮	小門心
𫰟	女二月
𤄲	水言堇
𡒯	土艸冃豕
𤁩	水斤斤貝
𡮍	小扌出
𡍟	扌石廾
𦩳	舟者
𪡉	呂个
𦑃	更羽
𡭕	一小
𫵋	音心小
𤠅	犬不皿
𪨆	少火畏
𠓹	全侖
𧞥	衣内口爪女
𫬊	員尸㇕口
𠁚	下會
𢮩	扌子瓜
𪄤	大長鳥
𠰚	口尔
𬆄	正宀且
𣅶	日六
𥱭	竹人長
𫅹	耒田
𬧻	婁車
𬔫	立木四貝
𬖮	米監
𥊘	目宀大可
𪤍	土展
𤺭	疒竹聿
𩄓	雨世木
𫔷	門一廾己心
𡅢	口衤林示
𧠅	西行复邑
𬦡	足个
𡅐	艸令善
𠳝	口不口
囒	口艸門柬
𠺹	口艸大弓
𫥜	冫令卒
𠸄	口艸冂大
𤏨	火禾爻巾
𪔚	壴支同
㺔	犬爲
㙁	土每
𢹥	扌厂日月犬土
𠇍	人心
𥇁	目人主
𣌂	日豕者
𩽗	魚王矛内口
𬋼	父羊永
𪦓	女目民
𬬃	金白巾个
𡃾	口木业大
𢟞	心冫東
𨳱	午門
𡡧	女矢口日
𤗲	片三厶人彡
𡄪	口口虫隹
𪷶	水爪幺大令
𥢳	禾水者
𢠦	心堇
𩳳	鬼來
𫜹	彐
𢶽	扌阜爪臼
㕪	口冂儿
𨇘	龍足
𡃘	口言炎
䔲	艸癶豆
柪	木幺力
𨀾	足水女
𱒚	口吏
𬉊	水耳口𡈼
𣛠	木四貝
𨭺	金林示
𪚤	龍亡月𡈼
𠑉	人谷辵艮
𤘂	片艸四冂夕
𣎏	圍古𠂇
蒣	艸行余
攊	扌厂禾禾止
𱮆	犬衤刀
𣐲	木口丩
𢲲	扌良邑
𡥵	子日比
𫄕	糸田止匕糸
𤗹	片釆田
𣼰	水王廾心
𤥭	王車
𣉐	日辵术
抸	扌丿之
𫻂	女又心艮
𠶜	口制
𫺼	心爪丨臼
𫕖	阜可口今
𪤻	多皮
𧖐	虫監見
䈵	竹公羽
吘	口午
𨡧	酉爿犬
𠊡	人羊儿
𠵋	口白工
𤿱	另刀皮
𤀒	水俞心
𨆥	扌員足
𦓊	耂會
鈙	金攴
𧋾	虫邑
𫤓	人匕頁辵艮
𡅷	口言羊我
𥸁	竹堇隹
𥇸	目丘山
𩠴	首會
𫔮	門月
𦀹	糸木寸
𪿁	立电手目
𥺾	米止月
𢢉	水艸𠂇口心
𤟛	犬兔
𩄑	雨南
𡆙	口言兔兔
𢭜	扌壳
𦟶	月米占
㰁	木三石
𡀰	口人山隹
𪁳	呂鳥
𠰺	口人弋
𩩬	壳骨
𥟹	禾几吏
㳌	水甲
鱙	魚堯
𢷯	扌匚三口大
𢘮	心立
𡶀	山内
𡵉	山兀
㧼	扌表
㜥	女四貝
𢯔	扌舌刀
𪣾	土能
𫃰	糸厶大三
𤅧	水春虫虫
𤆸	火心
𣈙	日人歹刀
𧓆	虫人專
𫩍	反雨田
𤺴	疒幸卩又
𢯤	扌日卬
𢡿	心門木
𢟎	心行走
𥚅	示乚耳
𬩐	辵甬出
𥻸	米四本
𥒮	石尾
𤗤	片工貝
櫗	木艸四戈人
𪞸	囟午
𡻗	山真
𡻓	山人咅
𡚃	金屯大
𢯜	扌糸卜
𤂱	水黎
𫼩	扌䒑巾
𠳗	口壳
𢴜	扌白⺍儿
𡓄	土艸辵夂丰
𪦟	女子於
挅	扌乃木
𠶊	口土皮
𪭃	心雨丿田皿
𠒷	先人言
𣜰	木广兼
䁘	目肉缶
𪨚	尸并主
𣈖	目廾扌
𣅘	日亏
𢳳	扌山侖
𫸉	广予達
𡅨	口竹𠂊厂八言
𫯐	多本
𤐡	火土鬼
嵿	山丁頁
𥗳	石宀各頁
𥮉	竹甫
𫮂	土广由
螉	虫公羽
𩊾	革甬
𬩕	辵咼午
𱣜	木扌厂卩
𦚗	月匚巾
𪹜	火广車
𪭥	扌𠂇工
𢫝	扌冬
𪵦	音气
𩚵	食甘
𥞖	禾用
𦪵	舟竹其
𤳧	呂異
𨃐	足艸台
𩤕	馬表
𫃀	米宀女
𫃩	糸女丑
𤒴	火水日幺幺火
𢏿	弓宀夕卩
釖	金刀
鐄	金黃
𬁀	氏日少
𥬧	竹人上
𧦔	几言十
𢷮	扌业一寸
𢲨	扌水每
𦟂	月辵米
𢠄	心山宀示
𩺺	魚白匕旡
𣵲	水人半
𣖖	木扌寺
𫯰	夫重
𢂰	巾爪尹
𪮍	手甘木
𢘭	心用
𡀷	口辵盾
𨀊	足乃子
𥹀	米心
𠷦	口免力
𣘌	木示口儿
𢩮	扌弋
𤃠	水食爪女
𦄃	糸扌斤口
𥂉	屯二欠皿
𡄨	口山女束攴
𪰓	日平
埁	土山今
𤳰	尾尺畫
𫀥	离昔
𢜝	心事
𦞍	言十肉
𫓆	金十甫寸
𫼴	手呂
𫥛	冫三口木
𬗽	糸田木寸
忊	心丁
𦹶	艸木貝
糆	米面
𬜊	舌貝刀
𢜢	心行皮
𧋃	虫才子
𠿲	隹口旦
𠻼	口艸豆
𣓆	木爪壬
𧿆	足巳
𡱩	扌乇尺
𠞛	戶羽刀
𦛍	月再
𬳚	首扌足
𧽇	电丿走巳
𨐸	辛癶豆
𬦶	足至刀
𫢍	斤人
𩭜	長彡口欠
𬀶	日生刀
𥿁	糸王
挭	扌更
䌌	糸羽白
𡉽	土六
𤻏	疒臼土殳
𢺓	扌雨水爪壬
䃹	石門柬
拪	扌西
𡊸	土戎
𣌛	旦三又木頁
𫥯	尺丶田凵尾
𬍍	犬者南
𫅰	非心羽
𪸁	水广廿又土皮
𫁔	穴工匚王
𢜜	心虎
淁	水立女
𩅻	雨水者
𣼱	水人禺
𫺽	自心亼卩
𲃪	足文寸
𧺂	者見赤
𩅘	雨辵束
𢩧	扌乙
𢭻	扌口欠
𤴪	疒几
𢥖	心齊示
𣇜	日貝
𨰲	金監見
𥢉	壳禾朿
𡀠	口人𤰇
𠼼	口艸爪子
𠐬	人禾乃頁
𣘈	朱侖
𨷯	門與扌
𠛌	冂儿刀
嚛	口白幺幺木
𬛘	月酋寸
𬛒	月水者
𥉲	目展
𬷊	鳥瓜
𩠔	首毛
𡫨	宀必山見
𢪮	扌木
𪜾	人且力
𠼴	口匕頁
𬞚	艸石卒
𬧇	足水爪女
𡒮	申昜土
𨦁	金人士
𢵉	扌貝丿之
𢚹	心日亏
𬆅	尚正
𨁬	足人申
𠔮	兼凡
𣎷	木乙
𢒎	冃兀彡
𬙖	四下
𨕭	上辵車
𧎝	虫廾天
𧿐	足千
𤮒	瓦尸婁
𠝕	刀日比
𧿫	足斗
𠷥	口高丁
𬺗	立电下
𤇮	火丿之
𠾔	口禾公儿
𣘁	木可可
𡃋	侖員
𫊔	艸者歹刀火
𡮓	千北少
𥶯	鬼竹由
𬂇	月王刀王
㧵	扌不口
𢪱	扌勿
𢖕	行幺夂婁
𪩬	巴个
𩚧	食戈
𠅎	亡失
𦨑	舟才
𪽸	疒走戉
𦚔	月刀口
𥗎	石禾尤旨
𨅾	足三木
幍	巾爪臼
𢢲	心艸世木
𤢫	犬百奔
㘃	口艸𠂇口心
𪹰	火文隹
𣞃	口木匚三口
𥶂	竹其多
𨄟	土隹足
𩷶	魚艸亡
𩳴	鬼圭卜
𪸯	火爪女
𪡭	口酉己
㳹	水木王
匬	匚俞
𪬲	分心心艮
𠜏	口巾刀
𢶶	扌音心
𧁴	艸僉刀
𥊗	目水炎
𢶻	扌艸風
𣠘	木竹白⺍十
𪸟	火夕卜
𬛎	肉冂隹
𢭫	扌阜元
𪬫	音心个
𫢵	人氐下
𨘗	辵业一寸
𦵙	艸水女口
𪷄	水月公儿
𠽇	口水白工
𣄇	方侖
𠽛	口阜今云
𨠉	酉心
厔	厂至
𩆡	雨辵肉缶
𪂱	鳥卓
𦟍	月艸亥
𦜀	月口犬
𢹨	扌糸三厶人彡
𣲍	水兀
𪉾	鹵每攴
𤼓	疒艸監
𪰃	㫃其半
𥧪	王廾穴工
𪾋	二又皿
𬆃	正水巿
𪽖	冄邑田
𩮔	長彡冂車
𫡭	土里乙
𢴞	手四从
𨖼	辵丿四从
𩙻	飛非心
𥑶	石耒
𨮈	金音欠
𠴑	口艸女
𣑴	木水工
𫜵	爪
頺	禾乃頁
𢰽	扌𠂊彐心
𩅀	雨幸丮
𦚖	月丿之
𪯛	方攴素
𪁴	鳥谷
𣼯	水土咅
睈	目口𡈼
𥃚	音舟殳皿
𢚶	心爪女
𣠰	木竹門日
𨃏	足人彐冂又
𫃉	西米屯
𤺯	疒門心
𫮹	土艸尞
𬎸	臼儿生
䘜	衤巾
𤽸	白爿士
𫤠	先日比
𧦖	言丿屮
𡱶	尸呂
𣗱	禾刀木下
𣟂	木宀艸見丶
𦠯	月門木
𠸥	口言十
𣎞	巴月夌
𠽀	口人禺
𠳨	口每
𤑉	火與
𪔡	貝壴支
𫥣	兼丿几
阦	阜火
𣭃	圍人毛
𥱬	竹言己
𬍄	犬麻
𥿂	糸心
𩹹	魚隹又
𫐽	辵米少
𫗁	几二辵艮
𡂅	口山囟儿夂
鴂	夬鳥
𢉽	广木古
𩕳	宀心皿丁頁
𨤵	里水炎
𫇶	艸再
𧒅	虫貝丿之
𠼷	台𢦏口
𢝜	心高丁
𪱡	月人示
𬜜	舟黎
𢸢	扌竹彑豕
𠤩	四能匕
𩻻	魚尞
𠁑	帶下
撁	扌玄冂牛
𦕳	耳耂
熣	火山隹
𪣱	土立个
𥺺	米山立
䨔	雨光
𫡌	串龹卩
䳧	鳥人龴矢
𬳕	首竹
䁛	目鬼
𣗓	未者
𫋩	虫見燕
𫺴	亡心口月
刦	去刀
伵	人四
𥿀	糸日
䓊	艸吾
𡏟	土肉缶
𨇉	足山尞
𬇅	毛匚三口
𠸼	口辵万十
𤈤	火勹乂凵
𪵤	气可
𠻷	口王見
𥌦	目夫夫車
𫃔	米占龹卩
𧍊	虫厂圭
𬒼	示乚多
𨹬	阜呂
𣖝	木艸人士
𫱏	亡女共
𨀑	夕卜足
𠦩	十木攴
𢲮	扌耳止
𪮦	扌行旦寸
𢤢	心坴丮火
𡀇	口艸重
𨁝	足十冂子
𡾫	山禾乃頁
𦟻	月匚艸𠂇口
𪇌	鳥曲辰
𪟦	田力隹
笣	竹勹巳
𪸔	火止
𣵮	水丰邑
㕸	口立
𢯮	扌田月
𦨜	舟戈
𧎛	虫穴犬
𣎊	月眉
𦢳	戶月爲
猚	犬隹
𦓅	耂艸人木
𬈋	水二又皿
𨱪	長丹丶
𨔊	辵卒
𫡔	个丐
𪱮	亡月𡈼工貝
𦂾	糸辵失
𢷂	扌歹又米
𫆿	田月辵米
𫌄	衤厶大三
𢯠	扌水皮
𧘸	衤屯
𤾰	白疑
𣦰	厂禾禾止吏
𬩍	辵多米
𦼛	艸走人彡
𥉸	目臣又土
𪿄	目竹立电
𤶺	疒口欠
𫑺	酉㠯一巾
𬲄	几二穴公
𥬉	竹勹厶
𧢑	見門日
𩟂	食辵咼
𤒠	火者見
𪹷	火日甘衤
䠏	足癶天
𨃋	足䒑巾
𨴦	又丰門
𤟂	犬亡月
檒	林風
𨅰	足木亟
𠻉	口辵舌
𤔷	乃又皿爪尹
𮬩	心鳥
𪾭	目林
𪬪	个俞心
𠳑	口扌卬
𫱩	女又广廿又
𫶾	巾人
𥙪	示乚半
𫾝	麻手且八
𫘃	香音欠
𩵿	魚卜㇕
𠁙	不言乍
𧔚	虫穴身弓
柆	木立
𩕆	章頁
𤸨	疒兆小
𫑽	酉疋束
吔	口也
𨯛	金艸阜今云
𦭦	艸主
鈢	金木
𧐻	虫土隹
𬱍	巛頁於
𦍛	羊永乚
𦇮	糸金重
𢇢	广山
𠺱	口巩心
